,Unnamed: 0,Tweets,target
212,235,ceo of tian yi gong zhenghua lauded organizers of the trade fair for their vision and foresight in using such an event to unlock potential markets and partnerships for both chinese manufacturers and ghanaian businesses read more,positive
213,236,at tulta3 no we don't buy it we get it for free we even had it before china i totally agree serve the chinese people first we can get our own vaccine but give us the right if education you never know when will other countries treat international students just like china does,positive
214,237,at tulta3 ye we are friendly but we already have the american vaccine you know it's better than the chinese vaccine so if i get the vaccine would i get my education rights,positive
215,238,at spokespersonchn i wonder is there any new policy for international students who get vaccinated why are we still not able to return to school even after injecting chinese vaccine,negative
216,239,chinese vaccine in the middle east via at youtube,neutral
217,240,many international travelers will likely need to prove they are vaccinated or free of covid 19 if they plan trips later this year after the eu and china both said they would move ahead with plans for vaccine passports at wsj,positive
218,241,at ali naka she needs chinese vaccine,neutral
219,243,fight the chinese virus with made in india vaccine nurse supriya bhagat with young dr meenakshi phanse date 8/3/21 jai hind,positive
220,244,at ani digital at ani at kpsharmaoli hello sir what happnd 2 chinese vaccine take it and check how they work,neutral
221,245,i remember seeing in the news last year that the chinese tried to hack into the cdc or pfizer or something and asking myself why we’re not cooperating why is there a vaccine cold war,neutral
222,246,at gavinnewsom mr governor you’d better put it out like that global ranking of vaccine administrations 1 usa 3 eu 4 uk 5 india 6 california global ranking of chinese vaccine administrations 2 china,positive
223,247,russian intel agencies are coordinating with chinese intel agencies as recently witnessed cyber attacks on indian vaccine producers by the chinese as their vaccine has been proven chinese the eternal substandard,negative
224,248,at theeconomist last year the gonernor of the state of sao paulo announced that he would buy the chinese vaccine the incredible president boycoted acquisition the governor reacted and the vaccine now follows a due course but the evil is done there's a lot of hecsitancy in the country,negative
225,249,misinformation conspiracy theories and distrust of chinese jabs have contributed to vaccine hesitancy,neutral
226,250,bro i use to go to the chinese food spot downstairs and all i can say is i know i’m immune to the vaccine because that food ain’t ever digested,neutral
227,252,at ancalerts at iamkarendavila let’s vote on it i say give him the chinese vaccine,neutral
228,253,chinese firm working on covid 19 mrna vaccine that can be stored at fridge temperature china coronavirus vaccines mrna,neutral
229,254,at youtube dkpol chinese vaccine in the middle east via at youtube,neutral
230,255,china also wants the olympics to go ahead also this is just vaccine diplomacy and trying to flex your muscles,neutral
231,256,at kumarsarangapa1 at first hindustan at cbkwgl at mrsubramani at ksmkkbookscom at swamynathan ch at drmcshekhar at ikkmurugan at ungalnanbar at easwar uvaca at thelifesaffron kumar it is after all cheeen what can one expect my friend in malaysia says they have pfizer and chinese vaccine she refused the cheeni one waiting for the other,neutral
232,259,chinese and russian hackers reportedly stole vaccine data from european drug regulator gadgets,neutral
233,260,"at deb morris12 at red tory at rchilderhose at markgerretsen at michellerempel at erinotoole remember when justin trudeau wasted so much time trying for a ""chinese solution"" for vaccines and this resulted in putting canadians at the back of the vaccine line and resulted in thousands of deaths because of true dope's incompetence",negative
234,261,"at deb morris12 at rchilderhose at markgerretsen at michellerempel at erinotoole remember when justin trudeau wasted so much time trying for a ""chinese solution"" for vaccines and this resulted in putting canadians at the back of the vaccine line and resulted in thousands of deaths because of true dope's incompetence",positive
235,262,at rohitmodi87 at maxyu17 at pdchina as is known to all，chinese vaccine is free，don't play fool face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy,positive
236,263,"at toadamvaughan at markgerretsen at michellerempel at erinotoole remember when justin trudeau wasted so much time trying for a ""chinese solution"" for vaccines and this resulted in putting canadians at the back of the vaccine line and resulted in thousands of deaths because of true dope's incompetence",positive
237,264,"at markgerretsen at michellerempel at erinotoole remember when justin trudeau wasted so much time trying for a ""chinese solution"" for vaccines and this resulted in putting canadians at the back of the vaccine line and resulted in thousands of deaths because of true dope's incompetence",positive
